item_id,qty,pprice,supplier_id,tax,Decision
2016,12,183.12,17,18,1
13375,12,91.5199,17,18,1
2019,81,308.9,17,18,1
31,40,152.4,17,5,1
62,40,91.6,17,5,1
20381,15,1245,309,12,1
3965,12,92.4,106,18,1
3908,12,306.12,106,5,1
3886,12,138.72,106,18,1
7663,12,90.84,106,18,1
1752,10,285.716,17,12,1
1946,5,83.66,17,12,1
1867,20,71.4,17,12,1
8587,2,311.86,63,18,1
5266,2,311.86,63,18,1
5420,16,325.28,63,18,1
5325,16,325.28,63,18,1
9042,8,135.52,63,18,1
14052,25,169.25,63,18,1
9043,20,229,63,18,1
5270,1,128.81,63,18,1
1128,30,343.2,17,18,1
5357,1,122.03,63,18,1
1127,20,610.2,17,18,1
5355,1,101.69,63,18,1
15438,30,457.62,17,18,1
14309,12,81.36,63,18,1
14132,12,81.36,63,18,1
20573,2,80.36,17,12,1
11910,20,338.98,63,18,1
5351,20,406.78,63,18,1
2110,1,37.5,17,12,1
20576,16,271.4,63,18,1
20437,16,271.4,63,18,1
1780,6,235.72,17,12,1
10906,1,196.61,63,18,1
2109,1,40.18,17,12,1
20297,1,101.69,63,18,1
14142,10,357.14,17,12,1
20578,10,357.14,17,12,1
19406,16,254.24,63,18,1
13291,12,417,192,18,1
12588,8,278,192,18,1
1784,10,357.14,17,12,1
12259,8,278,192,18,1
13297,12,375.24,192,18,1
12245,10,416.9,192,18,1
13295,10,69.5,192,18,1
13296,10,69.5,192,18,1
14967,12,208.44,192,18,1
14718,20,208.4,192,18,1
12240,2,277.96,192,18,1
12238,2,333.56,192,18,1
12236,2,389.16,192,18,1
12237,2,389.16,192,18,1
18670,10,178.575,17,12,1
20581,2,194.58,192,18,1
20582,2,194.58,192,18,1
20583,10,178.57,17,12,1
20584,2,194.58,192,18,1
12242,2,152.88,192,18,1
12513,2,194.58,192,18,1
12509,2,194.58,192,18,1
14814,2,194.58,192,18,1
20587,8,785.76,192,12,1
20572,4,79.36,192,5,1
14408,4,79.36,192,5,1
14409,4,79.36,192,5,1
3888,12,138.72,106,18,1
3931,12,92.4,106,18,1
3880,12,92.4,106,18,1
3920,12,90.84,106,18,1
3885,12,138.72,106,18,1
3895,12,92.4,106,18,1
3882,12,92.4,106,18,1
3969,6,46.2,106,18,1
3949,6,90.78,106,18,1
3972,12,92.4,106,18,1
3946,12,92.4,106,18,1
3958,12,203.4,106,18,1
10463,12,90.84,106,18,1
3934,12,92.4,106,18,1
3941,12,92.4,106,18,1
3970,6,46.2,106,18,1
3927,20,154,106,18,1
3936,12,92.4,106,18,1
12379,12,92.4,106,18,1
3889,12,138.72,106,18,1
3887,12,138.72,106,18,1
3909,12,102,106,5,1
1778,6,42.84,17,12,1
3884,12,138.72,106,18,1
3967,6,46.2,106,18,1
3904,12,92.4,106,18,1
20592,20,142.86,17,12,1
3892,12,181.56,106,18,1
13857,12,92.4,106,18,1
3925,12,90.84,106,18,1
3968,6,46.2,106,18,1
3894,12,92.4,106,18,1
20593,24,771.43,17,12,1
18777,15,173.4,106,18,1
3891,12,277.32,106,18,1
2087,24,771.43,17,12,1
3893,6,226.98,106,18,1
13882,6,46.2,106,18,1
2071,24,342.859,17,12,1
3899,40,616.4,106,18,1
3905,12,184.92,106,18,1
2073,24,342.96,17,12,1
3890,12,277.32,106,18,1
4808,15,123,53,5,1
4807,2,78,53,12,1
4799,10,460,53,12,1
6947,5,230,53,12,1
11914,3,183,53,12,1
4800,2,82,53,5,1
4802,6,138,53,12,1
4809,7,161,53,12,1
4810,8,184,53,12,1
4805,5,145,53,5,1
4635,2,264.83,135,18,1
15533,1,416.16,135,18,1
15116,2,174.04,135,18,1
4631,3,177.06,135,18,1
8573,6,667.56,111,5,1
14501,1,59.02,135,18,1
6184,6,1094.82,111,5,1
8579,2,729.86,111,5,1
15110,8,211.84,135,18,1
10551,15,557.1,111,5,1
9394,6,423.42,111,5,1
9395,2,341.72,111,5,1
4616,8,224,135,18,1
19091,1,280.92,111,18,1
4617,8,224,135,18,1
14986,8,211.84,135,18,1
20594,3,447.27,111,18,1
15121,8,211.84,135,18,1
14500,2,118.04,135,18,1
20595,2,353.1,111,18,1
4590,1,132.41,135,18,1
20596,2,312.3,111,18,1
4636,1,132.42,135,18,1
6061,3,122.4,111,18,1
19956,3,233.04,111,18,1
19579,2,149.08,111,18,1
12819,1,65.49,111,18,1
20597,1,38.52,111,18,1
19581,3,142.38,111,12,1
14847,2,94.92,111,12,1
19351,2,94.92,111,12,1
20598,1,86.07,111,12,1
8583,1,81.24,111,12,1
6050,6,354.12,111,18,1
6182,9,841.14,111,5,1
6185,6,155.82,111,5,1
14077,3,91.8,111,18,1
6067,2,172.64,111,18,1
11888,6,183.6,111,18,1
7949,2,180.48,111,18,1
7952,6,113.88,111,18,1
9376,3,218.94,111,18,1
8554,3,153,111,18,1
7928,2,95.24,111,5,1
7932,2,222.22,111,5,1
18602,2,254.24,111,18,1
10566,3,447.27,111,18,1
18289,6,94.14,111,18,1
9359,1,111.11,111,5,1
20599,2,312.3,111,18,1
9349,2,95.24,111,5,1
6077,6,211.86,111,18,1
7931,2,95.24,111,5,1
19126,1,69.34,111,18,1
6075,2,172.64,111,18,1
20600,2,115.56,111,18,1
11574,3,129.48,111,18,1
18167,24,188.4,111,18,1
19604,1,96.3,111,18,1
15343,6,108.3,111,18,1
6589,1,47.77,111,18,1
6051,3,283.74,111,18,1
8562,3,70.62,111,18,1
13901,12,141.24,111,18,1
13148,2,230.02,111,18,1
20532,2,131.66,111,18,1
8547,6,385.92,111,18,1
10284,6,224.22,111,18,1
7914,10,77.8,111,18,1
14068,2,296.3,111,18,1
8581,2,284.82,111,5,1
18874,6,258.96,111,18,1
17336,6,122.4,111,18,1
13899,10,116.6,111,18,1
7920,10,77.8,111,18,1
6248,2,123.26,111,18,1
7867,3,106.32,111,18,1
7902,3,89.46,111,18,1
18165,6,46.38,111,18,1
8563,6,127.14,111,18,1
14127,3,444.44,111,18,1
20529,2,131.66,111,18,1
19346,3,247.17,111,18,1
16209,6,291.9,111,18,1
6058,29,113.68,111,18,1
14124,24,188.4,111,18,1
19677,24,188.4,111,18,1
19363,12,92.76,111,18,1
10548,6,230.7,111,18,1
19366,6,131.82,111,18,1
20601,12,254.28,111,18,1
13159,6,44.22,111,18,1
11890,2,240.32,111,5,1
13159,6,45,111,18,1
20603,36,141.12,111,18,1
12303,3,1665,194,12,1
9549,3,732.6,194,12,1
12305,3,833.7,194,5,1
9548,3,262.02,194,5,1
9543,3,142.92,194,5,1
9546,3,238.2,194,5,1
9544,3,238.2,194,5,1
9547,3,238.2,194,5,1
9545,3,238.2,194,5,1
12295,3,238.2,194,5,1
5013,10,508.9,26,12,1
12301,3,166.74,194,5,1
12300,2,229.1,194,12,1
9551,1,395,194,12,1
13769,2,177.96,219,18,1
17814,3,329.55,219,18,1
13768,2,287.8,219,18,1
20609,2,338.98,219,18,1
13771,6,56.94,219,18,1
13772,6,56.94,219,18,1
13770,6,59.4,219,18,1
13759,10,329.6,219,18,1
20611,10,348.5,219,18,1
19151,6,382.68,15,12,1
972,6,162.66,15,12,1
20612,6,88.98,219,18,1
968,6,306.12,15,12,1
20613,6,88.98,219,18,1
20614,3,877.11,219,18,1
955,2,442.56,15,12,1
20615,3,584.76,219,18,1
15277,6,143.52,15,12,1
20616,1,305.25,15,18,1
20349,1,146.74,15,18,1
15613,6,249.48,15,18,1
16141,6,183.6,15,18,1
16572,3,340.5,15,18,1
16564,3,249.69,15,18,1
2611,1,166.47,15,18,1
4184,2,196.72,15,18,1
12573,1,264.83,15,18,1
10631,2,348.06,15,18,1
4192,2,549.7,15,18,1
15840,6,191.28,15,12,1
938,6,789.24,15,12,1
18751,6,47.0796,15,18,1
18130,2,337.4,15,18,1
19150,2,113.5,15,18,1
15329,2,272.38,15,18,1
11966,12,142.8,15,18,1
9397,1,342.8,15,18,1
1250,1,377.58,15,18,1
4193,1,480.99,15,18,1
5888,2,137.96,306,12,1
5902,1,68.98,306,12,1
4185,2,166.46,15,18,1
14400,1,88.6,15,18,1
14398,1,169.49,15,18,1
16133,1,169.49,15,18,1
20617,12,645.87,310,5,1
15543,1,88.6,15,18,1
18135,2,223.42,15,18,1
18132,12,94.1592,15,18,1
13721,12,94.1592,15,18,1
18898,2,360.94,15,18,1
11285,10,771.4,78,5,1
14397,1,211.86,15,18,1
5463,12,569.52,32,18,1
5477,6,447.48,32,18,1
18725,3,58.9284,263,12,1
20256,12,528.84,32,18,1
5524,12,642.72,32,18,1
17568,10,80.952,263,5,1
15571,8,374.24,32,18,1
17106,5,335,263,0,1
17108,3,51,263,0,1
17575,6,167.797,263,18,1
18879,3,109.322,263,18,1
20618,6,69,300,5,1
20007,5,210,300,5,1
20012,10,123,300,5,1
20618,6,69,300,5,1
20014,4,154,300,5,1
20619,5,96,300,5,1
20620,3,57.6,300,5,1
19999,10,123,300,5,1
20621,4,76.8,300,5,1
20014,5,210,300,5,1
20017,4,230,300,5,1
20003,3,138,300,5,1
20010,6,300,300,5,1
20001,3,138,300,5,1
15773,24,312,245,12,1
20330,3,47.85,237,12,1
15774,12,336,245,12,1
2169,10,200,21,5,1
2171,10,233.3,21,5,1
2153,10,200,21,5,1
15100,12,191.4,237,12,1
14702,5,116.65,21,5,1
18201,4,63.8,237,12,1
2154,5,83.35,21,5,1
16504,4,63.8,237,12,1
2160,5,100,21,5,1
16505,4,63.8,237,12,1
16633,4,63.8,237,12,1
20622,12,87.6696,237,12,1
10506,32,1696.32,74,0,1
5971,20,752.4,74,12,1
5958,3,230.64,74,12,1
10866,3,250.86,74,18,1
5956,3,189.06,74,5,1
11945,24,211.44,74,5,1
9029,3,465.99,74,5,1
7685,10,144.11,64,12,1
7686,10,144.11,64,12,1
7687,10,144.11,64,12,1
9252,10,144.11,64,12,1
7688,10,144.11,64,12,1
9032,10,169.5,74,5,1
7689,10,144.11,64,12,1
7687,10,144.11,64,12,1
7690,10,144.11,64,12,1
7691,10,144.11,64,12,1
5961,10,169.5,74,5,1
5962,10,169.5,74,5,1
8781,10,144.11,64,12,1
5955,5,483.6,74,12,1
5960,5,282.8,74,12,1
8331,24,433.18,64,18,1
9582,3,265.56,74,12,1
8332,24,433.18,64,18,1
5963,3,197.13,74,12,1
15082,10,216.17,64,12,1
7040,20,1100,74,5,1
15083,10,216.17,64,12,1
7041,20,628.6,74,5,1
15084,10,216.17,64,12,1
8333,24,708.168,64,28,1
7038,5,398.15,74,12,1
8783,12,354.09,64,28,1
8334,12,354.09,64,28,1
7039,5,211.25,74,12,1
7694,8,552.07,64,12,1
11469,2,368.04,74,12,1
7695,8,552.07,64,12,1
8784,8,552.07,64,12,1
7696,8,552.07,64,12,1
9578,5,192.2,74,12,1
7698,2,138.02,64,12,1
7699,6,414.05,64,12,1
7700,8,613.41,64,12,1
8785,8,613.41,64,12,1
7702,6,543.71,64,12,1
16508,12,87.6696,237,12,1
19917,12,87.6696,237,12,1
20331,12,87.6696,237,12,1
8987,6,543.71,64,12,1
16503,4,63.8,237,12,1
16506,12,87.6696,237,12,1
7703,8,724.94,64,12,1
18063,12,87.6696,237,12,1
16632,12,87.6696,237,12,1
13089,6,623.17,64,12,1
15092,12,191.4,237,12,1
9254,6,623.16,64,12,1
5075,10,375,56,5,1
11909,10,340,56,5,1
20624,10,340,56,5,1
5076,10,487.5,56,5,1
5062,10,340,56,5,1
8937,10,340,56,5,1
20625,10,340,56,5,1
6892,10,340,56,5,1
5068,10,340,56,5,1
6890,10,375,56,5,1
11906,10,340,56,5,1
5086,10,375,56,5,1
5060,10,300,56,5,1
15728,10,466.1,283,18,1
5073,9,337.5,56,5,1
5086,10,375,56,5,1
19502,10,420,56,5,1
5079,10,340,56,5,1
20626,15,699.15,283,18,1
5072,10,375,56,5,1
15739,48,211.86,283,18,1
5061,10,340,56,5,1
5432,0,0,0,18,1
15728,2,93.22,283,18,1
20626,10,456.6,283,18,1
15742,9,156.78,283,18,1
6950,6,143.52,93,12,1
18106,3,308.52,93,12,1
6971,3,117.18,93,12,1
8826,6,430.5,93,12,1
6955,6,789.24,93,12,1
6951,6,430.5,93,12,1
6972,2,110,93,12,1
20627,30,107.1,17,12,1
1668,40,342.86,17,12,1
20628,6,191.34,93,12,1
1538,20,71.43,17,12,1
20630,6,822.72,93,12,1
44,20,71.43,17,12,1
20631,6,679.2,93,12,1
6957,6,263.1,93,12,1
13379,3,53.58,17,12,1
15325,3,165,93,12,1
15324,3,165,93,12,1
20634,6,215.22,93,12,1
15323,3,165,93,12,1
20637,6,263.1,93,12,1
6948,6,162.6,93,12,1
20638,6,229.62,306,5,1
10188,12,223.68,312,18,1
10187,12,264.36,312,18,1
10189,12,345.72,312,18,1
20639,6,229.62,306,5,1
5942,2,154.22,306,12,1
5943,2,146.38,306,18,1
14738,2,154.22,306,12,1
20641,2,138.68,306,18,1
10544,2,123.28,306,18,1
8477,2,146.38,306,18,1
5989,2,146.38,306,18,1
5944,2,146.38,306,18,1
5590,24,288,59,18,1
4501,6,104.91,59,12,1
5587,3,115.17,59,28,1
8093,4,155.95,59,28,1
5588,3,116.97,59,28,1
11788,15,214.279,59,12,1
15618,15,232.92,59,12,1
4494,15,232.92,59,12,1
5583,3,175.24,59,28,1
5585,6,350.47,59,28,1
10576,2,77.98,59,28,1
5598,12,306.43,59,28,1
5599,12,306.43,59,28,1
8106,24,612.859,59,28,1
5601,12,306.43,59,28,1
12189,6,146.1,59,12,1
5602,28,334.998,59,28,1
16968,15,223.219,59,12,1
5013,12,610.68,26,12,1
20654,3,87.7098,59,18,1
12188,10,163.69,59,12,1
4503,12,311.61,59,12,1
4498,20,341.67,59,12,1
3498,20,1624.52,190,5,1
5603,30,373.008,59,28,1
5597,28,347.858,59,28,1
3499,20,831.8,190,5,1
5579,1,0,59,18,1
12453,80,621.12,59,12,1
5579,2,0,59,18,1
14183,80,620.8,59,12,1
3379,1,395.24,273,5,1
3278,20,3464.8,273,5,1
8006,12,960,273,5,1
3298,6,537.72,273,5,1
3345,4,925.32,273,12,1
16989,4,925.32,273,12,1
3360,2,162.34,273,12,1
3351,2,162.34,273,12,1
3355,1,81.17,273,12,1
3363,2,389.6,273,12,1
3364,2,389.6,273,12,1
3369,1,194.8,273,12,1
22597,0,0,273,12,1
22597,1,194.8,273,12,1
3372,2,81.18,273,12,1
3373,2,81.18,273,12,1
3371,2,81.18,273,12,1
3267,6,121.74,273,12,1
3265,6,121.74,273,12,1
3264,6,121.74,273,12,1
3261,6,121.74,273,12,1
17150,10,284,273,12,1
20656,10,162.3,273,12,1
20657,5,77.05,273,18,1
20658,5,77.05,273,18,1
20659,1,409.6,118,18,1
16983,5,77.1,273,18,1
11742,1,254.24,118,18,1
16984,5,77.1,273,18,1
11744,1,271.89,118,18,1
11745,4,451.96,118,18,1
11743,4,451.96,118,18,1
8392,4,649.72,118,18,1
16290,6,677.94,118,18,1
15742,9,161.02,311,18,1
15740,40,237.28,311,18,1
15741,24,237.28,311,18,1
20660,1,388.42,118,18,1
8384,5,847.45,118,18,1
15728,5,312.5,311,12,1
8386,4,226,118,18,1
8388,12,254.28,118,18,1
8387,3,169.5,118,18,1
15728,10,625,311,12,1
5786,3,165.72,71,5,1
5787,2,209.52,71,5,1
5788,3,159.99,71,5,1
5786,8,441.92,71,5,1
5791,1,51.43,71,5,1
8731,4,100,132,0,1
8731,4,100,132,0,1
4968,2,224.18,118,12,1
4996,12,663.12,118,12,1
4979,12,220.56,118,12,1
14458,12,311.88,118,18,1
2871,3,49.47,118,12,1
10163,3,49.47,118,12,1
2872,3,49.47,118,12,1
2873,3,49.47,118,12,1
5786,10,552.4,71,5,1
5787,3,314.28,71,5,1
16132,1,371.98,15,18,1
16127,2,335.44,15,18,1
16131,2,669.41,15,18,1
18385,1,88.71,15,18,1
20349,2,278.8,15,18,1
20662,3,210.23,15,18,1
18897,3,210.23,15,18,1
18132,12,89.45,15,18,1
13922,10,251,147,5,1
13921,10,498,147,5,1
11952,10,234,147,5,1
9237,5,232,147,5,1
20663,5,91.5,147,5,1
20664,10,356,147,5,1
20665,10,176.2,147,5,1
16125,1,257.41,15,12,1
16126,1,257.41,15,12,1
16129,1,250.04,15,12,1
20666,1,257.41,15,12,1
976,3,199.95,15,12,1
900,2,457.32,15,12,1
972,6,154.5,15,12,1
990,6,199.98,15,12,1
20667,4,54.76,15,18,1
16354,4,70.84,15,18,1
12573,1,251.59,15,18,1
5803,12,103.8,40,0,1
3027,1,359.41,15,18,1
18227,6,88.5,40,0,1
11401,3,44.25,40,0,1
4198,1,646.94,15,18,1
20668,3,44.25,40,0,1
15329,2,258.78,15,18,1
7282,10,196.3,40,5,1
5806,10,196.3,40,5,1
2611,1,158.15,15,18,1
5805,15,353.4,40,5,1
5804,15,353.4,40,5,1
949,3,402.72,15,12,1
10483,3,70.68,40,5,1
1056,6,363.54,15,12,1
6371,30,367.5,40,0,1
6372,40,1230,40,0,1
5807,20,521.2,40,0,1
6937,15,772.5,40,0,1
20669,3,105.12,15,18,1
6373,2,200,40,0,1
5809,2,184.88,40,5,1
18130,2,320.54,15,18,1
5810,1,92.44,40,5,1
8017,10,1079.7,40,12,1
8358,1,87,40,12,1
9288,2,149.14,40,12,1
20670,6,577.02,15,18,1
5816,3,223.71,40,12,1
5822,6,243.78,40,12,1
20671,3,762.72,40,12,1
20672,6,1113.72,15,18,1
18898,2,342.9,15,18,1
18388,3,105.12,15,18,1
20673,6,422.58,40,5,1
5813,3,435,40,5,1
20674,24,257.04,40,5,1
977,3,387.21,15,12,1
18387,2,86.26,15,18,1
5533,24,94.6392,146,12,1
20675,6,163.56,15,12,1
4184,1,93.44,15,18,1
5204,3,439.14,15,18,1
5225,1,100.15,15,18,1
5224,1,46.22,15,18,1
5227,2,300.46,15,18,1
5220,1,192.6,15,18,1
5219,2,192.6,15,18,1
8458,2,261.94,15,18,1
4185,2,158.14,15,18,1
20676,4,132.04,15,18,1
5222,2,200.3,15,18,1
10914,2,439.14,15,18,1
1250,1,358.7,15,18,1
5214,2,254.24,15,18,1
4188,1,377.39,15,18,1
6377,4,283.52,15,18,1
5234,2,265.02,15,18,1
2905,1,261.11,15,18,1
5229,1,223.42,15,18,1
5215,1,223.42,15,18,1
11810,2,446.84,15,18,1
5208,2,169.5,15,18,1
21032,15,217.37,15,18,1
5212,1,127.12,15,18,1
5210,2,238.82,15,18,1
11491,1,111.71,15,18,1
8457,2,81.66,15,18,1
5218,2,246.54,15,18,1
14750,2,261.94,15,18,1
14750,2,261.94,15,18,1
20677,12,51.48,15,18,1
10915,1,215.72,15,18,1
5184,16,121.12,15,18,1
6376,4,117.12,15,18,1
5132,100,2019,58,5,1
5133,150,1315.5,58,5,1
10503,60,316.2,58,5,1
5135,12,498.84,58,5,1
6179,24,519.36,58,5,1
6178,40,844.8,58,5,1
5134,24,516.96,58,5,1
4211,5,40.05,15,18,1
12193,20,382.8,58,5,1
5136,15,773.85,58,5,1
11724,3,107.82,15,18,1
10639,27,212.76,58,0,1
8912,14,209.3,58,5,1
8914,13,194.35,58,5,1
16718,12,189.12,58,5,1
13878,12,141.84,58,0,1
5129,3,1095.78,58,12,1
5130,4,731.52,58,12,1
5131,6,467.52,58,12,1
6177,3,572.25,58,12,1
12770,1,49.77,15,18,1
15548,2,99.54,15,18,1
14402,1,49.77,15,18,1
15544,1,84.17,15,18,1
14400,1,84.17,15,18,1
15546,1,41.72,15,18,1
9601,3,238.65,58,12,1
17347,3,133.92,58,12,1
17348,3,73.05,58,12,1
18207,1,114.07,58,5,1
15615,1,106.12,15,18,1
18208,20,82.2,58,18,1
18135,1,106.12,15,18,1
9105,2,254.24,58,18,1
8459,3,170.25,58,18,1
16720,6,227.22,58,0,1
19744,1,323,15,18,1
18892,8,118.8,58,5,1
18891,11,163.35,58,5,1
18895,2,29.7,58,5,1
19391,4,59.4,58,5,1
12057,2,753.46,15,18,1
5197,1,258.09,15,18,1
5196,4,477.64,15,18,1
5188,16,121.12,15,18,1
18743,6,90.78,15,18,1
5189,16,121.12,15,18,1
8456,15,113.55,15,18,1
5231,1,111.71,15,18,1
20685,12,95.68,313,12,1
5230,1,215.72,15,18,1
15453,15,226.95,15,18,1
20686,14,55.7399,313,12,1
20687,14,55.7399,313,12,1
20688,12,95.68,313,12,1
20689,12,95.68,313,12,1
20684,12,95.68,313,12,1
5228,2,306.62,15,18,1
20690,14,55.7399,313,12,1
20691,14,55.7399,313,12,1
20692,14,55.72,313,12,1
20693,14,55.7399,313,12,1
20694,14,55.7399,313,12,1
20695,14,55.7399,313,12,1
20696,12,95.68,313,12,1
20697,12,95.68,313,12,1
19686,6,143.46,313,12,1
20698,6,143.46,313,12,1
11383,6,238.08,42,5,1
20699,12,47.78,313,12,1
20700,12,47.78,313,12,1
20701,12,47.78,313,12,1
11384,6,238.08,42,5,1
20702,12,47.78,313,12,1
20703,12,47.78,313,12,1
11379,6,142.8,42,5,1
20704,12,47.78,313,12,1
20705,12,47.78,313,12,1
20706,13,95.2796,42,5,1
20707,12,47.78,313,12,1
20708,12,95.68,313,12,1
20709,12,95.64,313,12,1
20680,6,93.74,313,12,1
20710,6,93.74,313,12,1
20711,12,114.36,42,5,1
5051,30,227.8,313,18,1
20712,7,190.44,42,5,1
18155,10,228.82,313,18,1
18153,10,228.82,313,18,1
18154,10,228.82,313,18,1
4291,7,342.86,42,5,1
8360,12,102.4,313,5,1
5054,12,257.6,313,5,1
15612,12,45.36,313,18,1
20713,20,305,42,18,1
20714,12,95.28,42,5,1
6479,6,109.32,42,18,1
20715,48,175.42,313,18,1
20716,90,125.42,313,18,1
20717,18,149.999,42,0,1
20718,48,175.2,313,18,1
20719,18,142.799,42,0,1
6485,10,67.7,42,18,1
6486,20,127,42,18,1
20720,6,142.32,42,18,1
6487,3,131.76,42,18,1
11709,24,389.52,68,12,1
7596,24,194.88,68,12,1
7598,6,389.58,68,12,1
16309,10,405.8,68,12,1
12414,10,405.8,68,12,1
10580,24,185.04,68,18,1
11712,24,185.04,68,18,1
11713,24,184.8,68,18,1
11714,24,184.8,68,18,1
11715,24,184.8,68,18,1
20053,20,85.8,68,5,1
20053,4,0,68,5,1
20054,20,85.8,68,5,1
20054,4,0,68,5,1
14703,12,186.36,68,12,1
12187,12,186.36,68,12,1
12186,12,186.36,68,12,1
16607,1,60.13,15,18,1
15896,7,86.44,15,18,1
13724,7,1195.92,15,18,1
15541,6,518.64,15,18,1
11729,1,125.42,15,18,1
2993,1,47.22,15,18,1
16606,1,106.12,15,18,1
9400,1,231.94,15,18,1
9399,1,177.7,15,18,1
2414,1,272.4,15,18,1
2427,3,403.15,15,18,1
2996,6,370.44,15,18,1
18151,12,508.46,15,18,1
16603,1,14.3,15,12,1
16602,5,71.53,15,12,1
13603,24,88.9999,267,18,1
13604,24,178,267,18,1
13612,24,88.9999,267,18,1
13611,26,88.9998,267,18,1
14892,30,211.8,267,18,1
9158,10,247.62,91,5,1
6035,5,228.6,180,5,1
8731,4,100,132,0,1
20731,3,152.55,297,18,1
20732,3,152.55,297,18,1
20733,3,63.57,297,18,1
20734,3,152.55,297,18,1
20735,3,152.55,297,18,1
20736,3,152.55,297,18,1
20737,3,190.68,297,18,1
20738,3,190.68,297,18,1
20739,3,133.47,297,18,1
20739,3,152.55,297,18,1
20740,3,152.55,297,18,1
20741,3,152.55,297,18,1
20742,3,152.55,297,18,1
20743,2,127.12,297,18,1
20744,3,190.68,297,18,1
20745,3,190.68,297,18,1
20746,3,190.68,297,18,1
20747,3,190.68,297,18,1
20748,3,76.26,297,18,1
20749,3,76.26,297,18,1
20750,3,152.55,297,18,1
17844,5,266.95,274,18,1
8011,10,357.1,273,12,1
3282,10,81.2,273,12,1
9159,10,81.2,273,12,1
3293,10,81.2,273,12,1
5659,10,81.2,273,12,1
3294,10,243.5,273,12,1
3285,10,243.5,273,12,1
3283,10,243.5,273,12,1
4375,4,133.333,301,5,1
4382,4,94.8568,301,5,1
4396,4,107.429,301,5,1
4378,4,104.381,301,5,1
4393,4,123.44,301,5,1
14763,4,84.952,301,5,1
4418,10,235.2,301,5,1
20751,5,422.85,301,5,1
2525,2,254.24,23,18,1
20752,3,150.24,23,18,1
2520,1,162.43,23,18,1
19447,6,762.72,23,18,1
20753,3,69.33,23,18,1
10430,1,130.64,23,18,1
20754,3,150.24,23,18,1
20755,3,145.59,23,18,1
2527,2,254.24,23,18,1
2519,1,162.43,23,18,1
2678,1,162.43,23,18,1
20756,2,53.94,23,18,1
20757,3,92.43,23,18,1
20758,6,115.56,23,18,1
20759,6,115.56,23,18,1
20760,6,184.86,23,18,1
20761,6,254.22,23,18,1
2505,3,381.36,23,18,1
19448,2,254.24,23,18,1
2670,2,275.42,23,18,1
20762,3,69.33,23,18,1
20763,3,145.59,23,18,1
2674,5,635.6,23,18,1
20764,3,370.74,23,18,1
20765,4,494.32,23,18,1
10431,4,494.32,23,18,1
20766,2,169.5,23,18,1
10233,3,321.27,15,18,1
1891,24,344.99,15,18,1
8328,6,513.17,15,18,1
8329,3,321.27,15,18,1
1885,24,862.47,15,18,1
6942,24,689.98,15,18,1
6943,24,689.978,15,18,1
15402,12,344.99,15,18,1
14785,6,258.72,15,18,1
7622,8,282.56,15,18,1
7621,8,282.51,15,18,1
14418,64,472.25,15,18,1
5763,20,141.25,15,18,1
5761,32,113.16,15,18,1
7407,1,40.88,100,5,1
7403,17,265.37,100,12,1
7334,4,70.12,100,18,1
7340,6,133.62,100,18,1
9182,4,103.92,100,18,1
7350,6,221.58,100,12,1
7367,6,340.212,100,18,1
7365,2,113.407,100,18,1
17254,3,210.508,100,18,1
20769,2,138.924,100,18,1
20769,2,138.92,100,18,1
14889,2,297.424,100,18,1
19774,2,273.407,100,18,1
8949,2,274.203,100,18,1
19773,2,147.966,100,18,1
7398,1,0,100,12,1
11863,3,150.58,100,12,1
10652,10,269.696,100,12,1
3713,2,242.297,100,18,1
3488,1,121.153,100,18,1
7357,24,956,100,18,1
7357,12,478,100,18,1
3712,2,242.297,100,18,1
7372,2,235.229,100,18,1
3730,2,235.229,100,18,1
5786,10,552.4,71,5,1
5787,3,314.28,71,5,1
5791,1,51.43,71,5,1
14662,1,60.95,71,5,1
5788,5,266.65,71,5,1
5789,5,266.65,71,5,1
8491,20,2285.8,52,5,1
7796,20,1619,52,5,1
8490,20,1333.4,52,5,1
12550,20,1238.2,52,5,1
8731,3,75,144,0,1
20219,3,408,132,0,1
8731,6,150,132,0,1
5013,15,763.35,26,12,1
20780,6,535.94,314,18,1
20781,5,643.653,314,18,1
20782,5,328.383,314,18,1
20783,6,346.778,314,18,1
20784,6,220.67,314,18,1
20785,2,767.114,314,18,1
20786,3,267.97,314,18,1
20787,24,1576.24,314,18,1
20788,24,1387.11,314,18,1
20789,12,1134.9,314,18,1
20790,3,220.67,314,18,1
20791,6,1182.22,314,18,1
20792,2,483.389,314,18,1
20793,6,1182.22,314,18,1
20794,6,835.438,314,18,1
20795,6,441.341,314,18,1
20796,3,386.192,314,18,1
20797,3,457.114,314,18,1
20798,3,638.389,314,18,1
20799,6,346.778,314,18,1
20801,6,1182.22,314,18,1
20802,6,394.06,314,18,1
20803,6,236.443,314,18,1
20804,6,551.7,314,18,1
20805,6,488.659,314,18,1
20806,6,914.227,314,18,1
8619,50,2650,41,5,1
10858,2,271.18,41,18,1
19171,2,154.08,41,18,1
19165,6,323.58,41,18,1
19164,6,323.58,41,18,1
18678,3,73.62,41,5,1
19174,6,140.16,41,18,1
19169,2,154.08,41,18,1
19170,2,154.08,41,18,1
20438,3,73.62,41,5,1
19175,6,69.36,41,18,1
19175,1,0,41,18,1
19172,6,140.16,41,18,1
19172,1,0,41,18,1
19176,6,69.36,41,18,1
19167,36,277.2,41,18,1
