"supplier_id";"name";"address";"phone";"email";"company_name";"tin";"gstin"
"160";"XYZ";"XYZ";"XYZ";"XYZ@XYZ.COM";"XYZ";"XUZ";"0"
"161";"SHEETAL MARKETING";"1ST FLOOR, POPULAR COMPLEX BIBI ALABI ROAD MANGALO";"0824-427619,8861496580";;"SHEETAL MARKETING";"29ABPPJ6804K1Z4";"1"
"162";"S3 ENTERPRISES";"DOOR NO 2/7-551/2, OPP SARASWATI RESIDENCY KAPIKAD";"0824-221543";"s3enterprises31@gmail.com";"S3 ENTERPRISES";"29271122493";"0"
"163";"F.A.Enterprises";"J.M.Road, Mangaluru
";"08242422331,2427369";;"F.A. Enterprises";"29AAAFF3704G1ZQ";"1"
"164";"NEW MINI SUPER BAZAR";"JAYANTHILAL GOKULDAS BUILDING, MAIDAN 1st CROSS RO";"4285517";;"NEW MINI SUPER BAZAR";"29570255342";"0"
"167";"SHIVAM AGENCIES";"SRI KAMALAKSHI NILAYA MAIN ROAD,BANTWAL-574211";"9945413545";;"SHIVAM AGENCIES";"29031141734";"0"
"168";"HALAL COASTAL ";"BEJAI MARKET MANGALORE 575004";"2222474,4273085,9448";;"HALAL COASTAL ";"no tin";"0"
"169";"WAFER WORLD";"THOTATHADY POST&VILLAGE,BELTHANGADY TALUK,D.K.DIST";"9448073010,953553161";"metrochips@rediffmail.com";"WAFER WORLD";"29BBOPJ6000K1ZG";"1"
"170";"RAGHURAM DISTRIBUTORS ";"SK & UDUPI FISH MKTG.FEDN UNION BUILDING,MULIHITHL";"9741469039";;"RAGHURAM DISTRIBUTORS ";"29080650353";"0"
"171";"SRI DATTA ENTERPRISES";"D.NO 2-13-115/2 BEJAI NEW ROAD MANGALORE-575004

";"0824-4276327";;"SRI DATTA ENTERPRISES";"29550461381";"0"
"172";"SAPTA VENTURES";"#1-185, Saralaya Complex, sathikal Peramogeru P.O.";"8197534163";"saptaventures@gmail.com";"SAPTA VENTURES";"29ACQFS9875F1Z3";"1"
"173";"AMAZON WHOLESALE(INDIA) PRIVAT";"C/O TCI SUPPLY CHAIN SOLUTION, NO.92, ANUGONDANAHA";"+912230430112";"customer_service@amozonbusiness.in";"AMAZON WHOLESALE (INDIA) PRIVATE LIMITED";"29AAMCA0671Q1ZO";"1"
"174";"M/S.SAIMA MARKETING ";"M/S.SAIMA MARKETING ";"0824-2447404,9448858";;"M/S.SAIMA MARKETING ";"29670241028";"0"
"176";"BABY TOYS";"DRO. NO 13-15-586/36 2ND FLOOR, LINKING TOWER OPP ";"9842095575.2442575";;"BABY TOYS";"29650669682";"1"
"177";"kALYANI ENTERPRISES";"D.NO.16-6-391/26,B. M.K. COMMERCIAL COMPLEX,OPP.HI";"9448696283";;"KALYANI ENTERPRISES";"29ALPPG6183JIZG";"1"
"178";"LUNA MART ";"SAI AMEYA ARC 1 BEJAI KAPIKAD BEJAI MANGALORE -4";"0824-425173536";;"LUNA MART ";"29AAGFL7072B12B";"0"
"179";"BHARATH  ESSENCE MART ";"MAIDAN 1ST CROSS ROAD ,MANGLORE ";"4255966";;"BHARATH ESSENCE MART ";"29211136203";"1"
"180";"new royal foods";"d.no.1-94/5 post mangalanthi,urumane,manjanadi-man";"no";;"New royal foods";"29BYDPM5923J1Z1";"1"
"181";"ADITYA ENTERPRISES";"KOLAKKILU HOUSE,BANTWAL TALUK D.K.-574222";"8762369734";;"ADITYA ENTERORISES";"29BDKPC0629P1Z6";"1"
"182";"DHANALAXMI MARKETING";"13.MAX CITY BLDG, GROUND FLOOR, mAIDAN 4TH CROSS, ";"08244261719";;"DHANALAXMI MARKETING";"29BPXPB5827F1ZG";"1"
"183";"MED EXPRESS INDIA";"GROUND FLOOR LULU CENTER FALNIR MAIN ROAD,MANGALOR";"0824-2430055";;"MED EXPRESS INDIA";"29BVEPS8372K1ZP";"1"
"184";"SHIVA ENTERPRISES";"MANGALORE";"0824-4251735";;"SHVA ENTERPRISES";"NO";"0"
"185";"SAI SAI ENTERPRISES";"1-25-2131/1,SRI DEVI KRIPA LONG LANE URVA MANGALOR";"9844362929,8073171939";"navsai.kumar197@gmail.com";"SAI SAI ENTERPRISES";"29AEFPN4674L1ZU";"1"
"186";"YASH ENTERPRISES ";"PARITHOSH PRITVI LAYOUT,BANGRAKULOOR,KULOOR KAVOOR";"8867671640";;"YASH ENTERPRISES";"29BAQPA9704A1ZT";"1"
"187";"FORTUNE SALES";"DOOR NO-1-2-32(2)AIRPORT ROAD,MARYHILL KONACHANDY ";"9538565554";"fortunesales2016@gmail.com";"FORTUNE SALES";"29AAEFF8766C1Z6";"1"
"189";"AMAN ENTERPRISES";"1s 25-2126/19
f no 306 vishwas nathasa residency ";"9844362929";"navsal.kumar197@gmail.com";"AMAN ENTERPRISES";"29FWRPS95505N1Z7";"1"
"190";"SUPRAJA AGENCIES(BA)";"ASHRAY KARANGALAPADY CROSS ROAD DAKSHINA KANNADA";"9845681225";;"SUPRAJA AGENCIES(BA)";"29AAKFS2687R1Z0";"1"
"191";"fathima stores";"maida 1st cross road Mangalore";" 8722990888,9880623576";"mailfathimastores@gmail.com";"fathima stores";"29AAAFF491BL1Z5";"0"
"192";"kamadhenu enterprises";"shop no:  19/06/359/8,mizaz complex ground floor m";"NO";;"kamadhenu enterprises";"29DVMPS0619PIZN";"1"
"194";"DESI UTTHANA ASSOCIATES";"1-S-24-1982/3,VASUNDHARA BUILDING URWA MARGUDI CRO";"0824-2453296/8762204310/701991922";"info@desiuttana.com";"DESI UTTHANA ASSOCIATES";"29AAJFD5802E1ZK";"1"
"195";"IBHAANI ENTERPRISES";"1-1-1, AIRPORT ROAD PADAVINANGADY MANGALORE";"9535632266";;"IBHAANI ENTERPRISES";"29AACFI8747E1Z4";"1"
"196";"SHREE SHARADA DISTRIBUTORS";"DOOR NO .156/MA.42KH.B COLONY EKKUR MANGALORE 5750";"9632835373/8722698896";;"SHREE SHARADA DISTRIBUTORS";"29AXNPA5754D1ZE";"0"
"198";"PANCHMAL MANJUNATH GANAOATH KAMATH & CO.";"CHAMBER ROAD BUNDER MANGALURU-575001";"0824-2420903/2427903";;"PANCHMAL MANJUNATH GANAOATH KAMATH & CO.";"29AFFPK8233B1ZL";"1"
"199";"LIFELINE SURGICAL & PHARMA";"Bhagavathi complex. Capitanio, Mangaluru-575002";"08242430349";;"LIFE LINE SURGICALS";"29AACFL6382L1ZR";"1"
"200";"KUMBLA KRISHNA ANANTH PRABHU";"10-14-631, PORT ROAD, BUNDER, MANGALURU.";"08242424745";;"KUMBLA KRISHNA ANANTH PRABHU";"29AADFK0781F1ZD";"1"
"201";"MAJOR APPLIANCES INDIA PVT LTD";"MANGALORE VIBHUTHI NEAR FIRST BRIDGE JEPPU 575001 ";"NO";"contactus@majorindia.com";"MAJOR APPLIANCES INDIA PVT LTD";"29AADCM9029K1ZZ";"1"
"202";"ALVARES FOODS ";"SHARON VAMANJOOR, MANGALORE 575028";"9972307174, 0824-4252113";;"ALVARES FOODS ";"29ACBPA0927H1Z0";"1"
"203";"kasthuri home products";"pkacvplot31 ,b ,shed no2 ,industrial area baikampa";"9986510722";"kasthurihomeproducts@gmail.com";"kasthuri home products";"29AJHPK7339N1ZG";"1"
"204";"VIVEK TRADERS";"DHANVANTHARI SADAN,13-10-1279/2, DHANVANTHARI NAGA";"0824-2496963,2496483,2497018";;"VIVEK TRADERS";"29AAAFV9088P1Z2";"0"
"205";"VEERAMARUTHI AGROTECH PVT. LTD.";"1ST FLOOR, BHAVANTHI TOWER, BHAVANTHI STREET. MANG";"8861036668";"0";"VEERAMARUTHI AGROTECH PVT LTD.";"29AAFCV3288H1ZU";"0"
"206";"VAIBHAV ENTERPRISES";"5-10-1022/5, KRISHNA KRIPA KUTEER, MANGALURU
";"9844483836";"1";"VAIBHAV ENTERPRISES";"29AJJPG7732M1ZN";"0"
"207";"RAJ ENTERPRISES";"CAR STREET, TEMPLE SQUARE MANGALORE";"8884429252";"rajenterprises323@gmail.com";"RAJ ENTERPRISES";"29ACVPP9264C1ZV";"0"
"208";"EGG CENTRE";"OPP.SAHAKARI MAHAL,11-8-679,MISSION STREET MANGALO";"9845323761";"NO";"EGG CENTRE";"NO";"0"
"209";"N.Y.DISTRIBUTORS";"9/6/377 M.P.T.ROAD,MANGALURU.";"9449827400";;"N.Y.DISTRIBUTORS";"29AAGFL7072B1ZB";"1"
"210";"SAMRUDHI VENTURES";"9/2/110/1, SOMASHEKAR SHETTY COMPOUND,CAR STREET, ";"9538013332";;"SAMRUDHI VENTURES";"29AHMPM2536L1ZT";"1"
"211";"DEPEE FOOD PRODUCTS";"MUNDEGURI,AMTADY,BANTWAL TQ-574219";"9844043641";;"DEPEE FOOD PRODUCTS";"29BLXPS1940Q1ZU";"1"
"212";"SAIMA MARKETING";"D.NO.13-5-586/38 2nd floor Y-BLOCK OPP:LADY GOSHIO";"9448858441/0824-2447404";"NO";"SAIMA MARKETING";"29AVCPS5221L1Z8";"0"
"213";"REAL FRESH";"TENDER COCONUT MILK SHAKE, HOME PRODUCT, BOLAR MAN";"9845207311/9902037155";"NO";"REAL FRESH";"NO";"0"
"214";"ASHIQUE CHEMICALS & COSMETICS";"H.O:D.NO:2-103/7 NEAR KALLAPPU JUMA MASJID, PATLA ";"8242466372";;"ASHIQUE CHEMICALS & COSMETICS";"29AAJFA3050F1ZP";"1"
"215";"MANGALORE MASALA";"BANDER,MANGALORE";"9141813844";"NO@gmail.com";"MANGALORE MASALA";"29DGRPM9741L1ZA";"1"
"216";"RADHA TRADERS";"MERCHANTS & COMMISSION AGENTS PORT ROAD BUNDER MAN";"2423284/2224427";;"RADHA TRADERS";"29AFBPP6491E1Z6";"1"
"217";"RELIABLE CAHEW COMPANY PRIVATE LIMITED";"PLOT NO,429 10TH RAOD INDUSTRIAL AREA BAIKAMPADY, ";"2408567/2406972";;"RELIABLE CAHEW COMPANY  PRIVATE LIMITED";"29AADCR1456K1Z3";"1"
"218";"SHWETHA ASSOCIATES";"AVE MARIA CENTRE,JEPPU,MANGALORE THOTA VILLAGE, MA";"9036084295";"manasvishetty@gmail.com";"SHWETHA ASSOCIATES";"29CVQPS9929H1ZE";"1"
"219";"A M AGENCY";"D.NO:228,NALPAD APSARA CHAMBERS MARKET K S ROAD ma";"9632727677";"amagency.philips@gmail.com";"A M AGENCY";"29ABIFA5339D1ZG";"1"
"220";"SHIVAKUMAR";"MANGALORE";"8277201256";"NO";"SHIVAKUMAR";"NO";"0"
"221";"AMAR AGENCY";"D.NO:1-N-30-2522/2,OPP. ASHOKNAGAR GOVT. SCHOOL, M";"9980313093";"kunderashok1@gmail.com";"AMAR AGENCY";"29ALPK4302Q1ZS";"1"
"222";"m/s mayur marketing";"shop no.22, ground floor mega market,BIBILIABIROAD";"9008104515";;"m/s mayur marketing";"29BUIPS1918L1ZZ";"1"
"223";"KALA ENTERPRISES";"512/A 4TH CROSS 3RD MAIN ATTUR LAYOUT YELHANKA BAN";"9035552311";"kalaenterprises2311@gmail.com";"KALA ENTERPRISES";"29AKSPJ4209N1ZH";"1"
"224";"RIDDHI";"MANGALORE";"9886690031";"yranjanbhat@gmail.com";"RIDDHI";"29AJJPR893481ZY";"0"
"225";"MANGALA HYGIENE PRODUCTS";"4/187, MANGALA COMPOUND, ANANDANAGARA, MANGALORE-5";"0824-2242684";"mangalahygiene@gmail.com";"MANGALA HYGIENE PRODUCTS";"29ABAFM5378A1ZB";"0"
"226";"GOLDEN ENTERPRISES";"H.H SPLENDOOR BUILDING NEAR SCHOOL VALENCIA MAGALO";"9845375978";"goldenenterprisesmng@gmial.com";"GOLDEN ENTERPRISES";"29AFQPM1677N1ZH";"1"
"227";"SRI BALAJI DISTRIBUTORS";"SINGALA CHAMBERS, SHOP NO.8 MAIDAN 4TH CROSS, MANG";"9448982904/4272904";;"SRI BALAJI DISTRIBUTORS";"29AHOPK1783H1ZV";"1"
"228";"usha agencies";"#1-17-366,landlinks township near nagakannika temp";"no";"ushaagency.k@gmail.com";"usha agencies";"29AEVPU1090B1Z4";"1"
"229";"SHAILENDRA RISHI RAJ INDUSTRIES";"1-6/1, SHAKTHI HOUSE KANKANADY BY PASS ROAD MANGAL";"0824-2438211";"enquiry@srrmasalas.com";"SHAILENDRA RISHI RAJ INDUSTRIES";"29AARCS5455K1ZH";"1"
"230";"JK J SHINE";"JNANASINDU KANADKA, SHAKTHINAGARA, MANGALORE-57501";"9900710689/7996681011";;"JK J SHINE";"29CEFPM6768C1Z5";"1"
"231";"FATHIMA AGENCIES BUNDER";"D.NO:20-1-T-7/16 REGINAL SQAUR AZEEZUDDIN ROAD BUN";"9901145967/8550845122";;"FATHIMA AGENCIES BUNDER";"29CILPK5837N1ZD";"1"
"232";"K.M MOOSA";"KAMBLA CROSS ROAD, ALAKE MANGALORE";"0824-2492786/9845306577";"NO";"K.M MOOSA";"NO";"0"
"233";"MUSBA ENTERPRISES";"PALLIKERE COMLEX, SHOP NO. 16,MAIDAN 4TH CROSS, NE";"9900160064/7892145562";"musbaenterprises16@gmail.com";"MUSBA ENTERPRISES";"29AAYFM0656J1ZJ";"1"
"234";"GLAMOUR ENTERPRISES";"DOOR.NO:11-7-T 597/60 MAZZANINE FLOOR, MAX CITY,  ";"0824-2425313/2441148/9632659148/9";"mohammedkandal@gmail.com";"GLAMOUR ENTERPRISES";"29AAHFG4560C1ZI";"1"
"235";"RAGHURAM TRADINGCO";"GOLIKATTE BAZAAR, MANGALORE-575001";"2425917/2422917/9448475917";;"RAGHURAM TRADINGCO";"29AAFFR2175Q1ZH";"1"
"236";"M/S V.N.PAI & CO";"GOLIKATTA BAZAR BUNDER, MANGALURU, ";"no";"vnpaibunder@gmail.com";"M/s V.N.PAI & CO";"29ACXPP4026C1ZB";"1"
"237";"NETTANIGE ENTERPRISES PVT LTD";"DOOR NO:7-1-130/2&7-1-130/2(1) BOLOOR VILLAGE &WAR";"NO";;"NETTANIGE ENTERPRISES PVT LTD";"29AAFCN7172G1Z5";"1"
"238";"HARI HAR ENTERPRISES";"#214, COMMERCIAL CENTRE , BUNDER,  MANGALORE 1";"9986251731";"00";"HARI HAR ENTERPRISES";"29AEOPV9852P1ZZ";"0"
"239";"M/S D.VAIKUNTA PAI";"GOLIKATTA BAZAR 
BUNDER, MANGALURU 575001.";"08242423020";;"M/S D.VAIKUNTA PAI";"29ACXPP4027D1Z8";"1"
"240";"NIDHI FOOD PRODUCTS";"Mukve, Narimogaur Post, Puttur Taluk-574202";"96114705757, 9980748811";;"NIDHI FOOD PRODUCTS";"29ASCPR6746E1ZE";"1"
"241";"canara enterprises";"pervaje road, karkala 574104";"9481535877/9481511177";"NO";"canara enterprises";"29BMJPB7580C1ZO";"0"
"242";"Shree Trading ";"Navasuma Complex G.T Road Kudroi Mangalore";"8971425519/7624848879";;"Shree Trading";"29ADKFS8559D1ZG";"1"
"243";"Charisma Enterpriese";"Vachana door no6-5/4 Jeppinamogaru Karamebettu Man";"9945327033/ 95663368305";"charismaent2016@gmail.com";"Charisma Enterpriese";"29ATOPS1251Q1ZS";"1"
"244";"PADUMATA VENTURES";"No.1H,Kiadb Industrial Area, Kolnad,Karnad mulki M";"2983521/9833191220";"shashindra@padumata.in";"PADUMATA  VENTURES";"29AANFP8027F1ZV";"1"
"245";"TAZA FOODS & BEVERAGES";"Near Adyar Post Office, Adyar, Mangalore";"9880079356";;"TAZA FOODS & BEVERAGES";"29AAHFT8523E1ZY";"0"
"246";"SRI LAXMI MARKEIING ";"G-10,Zulekha Complex,Yenepoya Dental College, Bibi";"2442134/4262134";;"SRI LAXMI MARKETING";"29AFPPM5813H1Z1";"0"
"247";"SRI NAVADURGA HOME PRODUCTS";"Hoige Bail,Ashok Nagar,Mangalore-575006";"9902460291";;"SRI NAVADURGA HOME PRODUCT";"29AQKPK6283F1ZF";"0"
"248";"M/S. LOWKAL HEALTHCARE Pvt Ltd.";"Sy No.27/6 Cheemasandra(Vi) Bidarahalli Hobli, Vig";"8722250222";"info@lowkal.in";"M/S.LOWKAL HEALTHCARE Pvt Ltd.";"29AABCL5069L1ZO";"0"
"249";"SR HOME FOODS";"Perlaguri Kavoor Post Mangalore-575015";"9611098802";;"SR HOME FOODS";"29CEKPS0892C1Z5";"0"
"250";"CHUMG FA FOOD PRODUCTS";"Lee Compound,Kankanady Post, Mangalore-575002";"0824-2436860";;"CHUMG FA FOOD PRODUCTS";"29AAYPL7451N1ZK";"1"
"251";"M/S Sri Dhanalaxmi Traders";"D.No.10-17-832,Port Road,Bunder, Mangalore-575001";"0824-2447841";;"M/s Sri Dhanalaxmi Traders";"29ABAFS792OE1Z5";"1"
"252";"Sunshine Distributorsrs";"ullal, MangaloreMangalore-575020";"9110414548,9686263810";"NO@com";"Sunshine Distributorsrs";"29ACIPU6577E1ZX";"0"
"253";"FOUNTAINHEAD SOLUTION";"Alpha Center Kankanady By-Pass Road Mangalore-5750";"8050275640";"fountainhead.fh@rediffmail.com";"FOUNTAINHEAD SOLUTION";"29AAXPW6230F1ZO";"1"
"254";"AKSHARA ENTERPRISES";"Vasantha Chambers D.No.5-5-308/2 Beasent Cross Roa";"9880671196";"hareeshaveritaz@gmail.com";"AKSHARA ENTERPRISES";"29ABKPH4700K1ZK";"1"
"255";"KEERTHAN ENTERPRISES";"Suvarna Service Station,Ujjodi Mangalore-575002";"9886784633";"NO";"KEERTHAN ENTERPRISES";"29AETPA6364A1ZH";"0"
"256";"EXCEL INDIA ENTERPRISES";"Shop No.14,Reagal Plaza 2nd Floor,Mission Street,B";"8151800017";"excelindia.ent@gmail.com";"EXCEL INDIA ENTERPRISES";"29AADFE4058K1Z6";"0"
"258";"BILAWAL FOODS";"Telecom House Road
Pandeshwar Mangalore
";"422791/7019966450";"bilawalfoods@gmail.com";"BILAWAL FOODS";"29AAHPF2298N2Z3";"1"
"259";"Noor mutton stall";"kankanady market
kankanady mangalore";"8147638955";;"Noor  mutton stall";"NO";"0"
"260";"ANACARDO INDUSTRIES";"Shivalli Industrial Area Behind Vegas Transport Ma";"7204177049";"anacardoindustries@gmail.com";"ANACARDO INDUSTRIES";"29ABFFA5123J1ZG";"0"
"261";"S.I.MARKETING";"11,13TH CROSS,MUDAMMA GARDEN EXTN,BANGALORE-560046";"ON PH";"SIMARKETING@REDIFFMAIL.COM";"S.I.MARKETING";"29AGKPM5838L1ZM";"0"
"262";"PAWAN MARKETING";"SHOP NO.188,FIRST FLOOR , MAX CITY COMPLEX, MAIDAN";"9591603428,8123662823";;"PAWAN MARKETING";"29GQYPS5965N1Z3";"1"
"263";"EULOGIA ENTERPRISES";"Mura Nagar,Old Airport Road,Bajipe";"9844613207";"eulogiaenterprise@gmail.com";"EULOGIA ENTERPRISES";"29AAGFE8839B1Z9";"1"
"264";"M/S.CHAKRA ENTERPRISES";"D.No.8-19/4,Kodical Main Road,Ashoknagar,Mangalore";"9880325286";"NO";"M/S CHAKRA ENTERPRISES";"29BGJPKO803M1Z7";"0"
"265";"GOKUL NAMKEEN";"Sachin-SAVINA Sadana,Tailory Road,
Mulihithlu Man";"9904877726";;"GOKUL NAMKEEN";"29CWZPP7875B1ZH";"1"
"266";"NALUR TRADING COMPANY";"MUNNUR POST KUTHAR MANGALORE";"8710888444,08242466669,8453666000";"nalurtradingco@gmail.com";"NALUR TRADING COMPANY";"29AAMFN3525D1Z9";"1"
"267";"YASHASWI AGENCIES";"D.No.6-6-116/1,2nd Cross Road,Gandhi Nagar,Mangalo";"9663634165,7353676635";"karthikpoojary53@gmail.com";"YASHASWI AGENCIES";"29DZEPK9378B1ZY";"1"
"268";"ALVAS SWEETS";"PANDTH HOUSE MANGALORE -757017";"9945773124";;"ALVAS SWEETS";"29AETPA6093E2Z6";"1"
"269";"VIJAYALAXMI TRADING COMPANY ";"10-17-846 PORT ROAD BUNDER  MANGALORE   
GSTIN/UI";"08242420858,2420644,9686144858";"VIJAYALAXMITRADING@GMAIL.COM";"VIJAYALAXMI TRADING COMPANY ";"29AAMFV7378Q1ZR";"1"
"270";"SOUZA TRADING COMPANY";"Souza Commercial Complex Highlands,Falnir Road Man";"0824-2432192";"contact@souzatrading.com";"SOUZA TRADING COMPANY";"29AEEPDO194E1ZT";"0"
"271";"BHAGYALAXMI ENTERPRISES";"Inoli Kana House,Pavoor  Post & Village Mangalore
";"9008318258";"no";"BHAGYALAXMI ENTERPRISES";"29DJDPB8668A1Z7";"0"
"272";"SRI DURGA SAVAYAVA MALIGE";"vara eminence ,NEAR AYODHYA HOTEL PVS CIRCLE
MANG";"7259789179,9482919579";"sdorganicproduct@gmail.com";"SRI DURGA SAVAYAVA MALIGE";"29AWRPB5514H1ZD";"1"
"273";"N N ENTERPRISES";"17-52 Kalpane Kulashekar Padavu";"8867672288";;"N N ENTERPRISES";"29AARPF8214A1ZT";"1"
"274";"SRI MATHA DISTRIBUTORS";"OPP KPTCL OFFICE MAROLI MANGALORE";"8073266311";"srimathadistributors3@gmail.com";"SRI MATHA DISTRIBUTORS";"29ADMFS0290F1ZU";"1"
"275";"QUANTUM CORPORATION";"15-17-885/5 2ND A CROSS SHIVBAGH KADRI MANGALORE";"08242219292";"info@quantumcorporation.in";"QUANTUM CORPORATION";"29BDUPS6044L1ZJ";"0"
"276";"HINDUSTAN DRY FISHES";"Kannur Mangalore";"9686604559";"hindustandryfishes@gmail.com";"HINDUSTAN DRY FISHES";"NO";"0"
"277";"B L ENTERPRISES";"Sri Nidhi Complex
Near Bus Stand ,Bajpe
Mangalor";"7795292435";"blenterprisesmangalore@gmai.com";"B L ENTERPRISES";"29AMEPL6745M1ZE";"0"
"278";"M/S GAJANANA AGRO FOOD INDUSTRIES";"Kundapura Udupi";"9448153975";"NO";"M/S GAJANANA AGRO FOOD INDUSTRIES";"29ABDPH4074P1Z6";"0"
"279";"TAZA HOME PRODUCTS";"Post Office Building,Marnamikatte , mangalore";"9945936136";"NO";"TAZA HOME PRODUCTS";"29AGEPA3691F1ZI";"0"
"280";"SHRI ARASU ENTERPRISES";"T.M.S.Complex K.C. Nagar K.C. Road ";"08970427345";"NO";"SHRI ARASU ENTERPRISES";"29ADIFS7699QIZK";"0"
"281";"MAHALINGESHWARA NEWS AGENCIES";"Gandhinagara kavoor
mangalore";"9980373072";;"MAHALINGESHWARA NEWS AGENCIES";"29CCKPD2072BIZY";"0"
"282";"A SQUARE FOOD AND BEVERAGES";"Masjid Hill Road,Jayashrigate,Bikarnakatte";"9591537090";"NO";"A SQUARE ROOD AND BEVERAGES";"29CYUPK9757Q1ZR";"0"
"283";"MANGALADEVI ENTERPRISES";"Nittur Udupi";"8139924385";"mangaladevienterprises@gmail.com";"MANGALADEVI ENTERPRISES";"29ABGFM1586Q1ZE";"0"
"284";"MALNAD PEARL";"Bhagavathi nagar m g road mangalore";"8197247707";"psbhandary55@gmail.com";"MALNAD PEARL";"29AESPB0851Q1ZW";"1"
"285";"C&L TECH SOLUTIONS";"109 ,7 TH CROSS MCEHS LAYOUT KARANTH NAGAR BANGALO";"8693883377";;"C&L TECH SOLUTIONS";"29AAGFL7072G1ZB";"1"
"286";"GAYATHRI SALES";"Beebi Alabi Road Mangalore";"9900323919";"no";"GAYATHRI SALES";"29CHCPK5958E1Z2";"0"
"287";"PADIYAR BAKERS";"7-D82, IND. ESTATE,BAIKAMPADY";"9916593003";"BAKERS@gmail.com";"PADIYAR BAKERS";"29AYKPP2048R1ZI";"1"
"288";"DILKUSH TRADERS";"KOTTARA CHOWKI";"9483910499";"NO";"DILKUSH TRADERS";"29ACEPR2559P1ZR";"0"
"289";"Sharico trading corporation";"calicut";"no";;"Sharico trading corporation";"32BBTPK4079C1ZH";"0"
"290";"Nana agro industries";"kollur road,kattbeltur,hemmady,Kundapura tq.";"9945523794,0254203789,9900937275";;"Nana agro industries";"29ANIPK5980G1ZJ";"1"
"291";"Choudhary brothers";"Maidan Cross Road
Bibi Alabi road
Mangalore";"9008858661";"no";"Choudhary brothers";"29AERPC5038F1ZE";"0"
"292";"RAMDEV METAL";"YENOPOYA MEDICAL COLLEGE,BIBI ALABI ROAD MANGALORE";"9980654815";"NO";"RAMDEV METAL";"29CSGPS9678Q1Z5";"0"
"293";"SHREE MARIKAMBA";"K.H.B.COLONY,SIRSI";"9242499162";"NO";"SHREE MARIKAMBA";"29AWLPV2112M1ZO";"0"
"294";"SRI GANESH AGENCIES";"24-13-1215/2,BELOW JHONSON BAKERY NANDIGUDDA CIRCL";"9845101301";"agencies_ganesh@yahoo.co.in";"SRI GANESG AGENCIES";"29ANKPR5449R1ZR";"1"
"295";"HYGIENE FOODS";"FERRER COLONY, VALENCIA";"NO";"NO";"HYGIENE FOODS";"29ADCPL7448L1ZZ";"0"
"296";"SAI MARKETING";"J.V.COMPLEX,
BUNDER";"9096068801";"dashrathsinghbhayal@gmail.com";"SAI MARKETING";"29CSTPS4791K1ZG";"0"
"297";"DEWAR  ENTERPRISES";"PUMPWELL,NANTHOOR ROAD MANGALORE";"9742145455";"NO";"DEWAR ENTERPRISES";"29AMPPA7267E1ZS";"0"
"299";"GAGAN ENTERPRISES";"REGAL PARK,DOOR NO-25 NEAR RAO &RAO CIRCLE, MANGLO";"08242420074,9448254303";;"GAGAN ENTERPRISES";"29AJAPB2924P1Z3";"1"
"300";"FRESH LOGIC MARKETING & SUPPLIES";"DEREBAIL, MANGALORE";"9731223347";"NO";"FRESH LOGIC MARKETING & SUPPLIES";"29AZOPV2320D1Z8";"0"
"301";"ZAMZAM AGENCIES";"KANDAK DOOR NO.26-6-385 BUNDER";"8550845122";"NO";"ZAMZAM AGENCIES";"29AHLB3333K1ZA";"0"
"302";"NATHJI AGENCY";"1st Floor, Mubarak Trade centre,opp. new service b";"9945273455,8050203669";;"NATHJI AGENCY";"29AQMPV2728C1ZI";"0"
"303";"MAMATA MARKETING";"1sT FLOOR, MUBARAKTRADE CENTRE, OPP. SERVICE BUS S";"0824-2447677,9448477677";;"MAMATA MARKETING";"29AKJPM5153F1ZZ";"0"
"304";"PARAS PUROHITH";"MUBARAK TRADE
OPP.SERVICE BUS STAND
MANGALORE";"9379087417";"dhanalaxmitoys@gmail.com";"PARAS PUROHITH";"NO";"0"
"305";"Mahalaxmi Electronics &Toys";"shop no34
City market
central market mangalore";"9448331301";"NO";"Mahalaxmi Electronics &Toys";"29AQXPR5316D1ZB";"0"
"306";"Tapasya Traders";"Kinnigoli Road
Mulki Kenchankere
Mangalore";"8884921555";;"Tapasya Traders";"29BMLPM2545Q1Z7";"1"
"307";"NEW FATHIMA AGENCIES";"BUNDER,MANGALORE";"7012150475";"NO";"NEW FATHIMA AGENCIES";"29AAOFN5465C1ZY";"0"
"308";"Pawan Immitation Jewellers";"maidan 4th cross road
mangalore";"8879561145";"no";"Pawan Immitation Jewellers";"29CSZPD4833P1Z0";"0"
"309";"Lotezy E-commerce co.";"no.524,1st floor,hegde nagar main road opp: muthoo";"no no";;"Lotezy E-commerce co.";"29AAGFL9583K1ZG";"0"
"310";"Panchmal Trading Co,";"Port Road Bunder";"no";"vasanthpanchmal@yahoo.com";"Panchmal Trading Co";"29BICPS2708A1Z1";"0"
"311";"GEETHANJALI ENTERPRISES";"WALBEN MALEMAR
KOTTARA CHOWKI ASHOKNAGAR";"0824-2451139";"NO";"GEETHANJALI ENTERPRISES";"29AALFG7658R1Z6";"0"
"312";"RAJLAXMI PLASTIC";"RAM LUNCH HOME
MANGALORE";"8217342728";"rajlaxmiplastic135@gmail.com";"RAJLAXMI PLASTIC";"29BCCPR2992B1ZG";"0"
"313";"SRI KATEELESHWARI  ENTERPRISES";"VAMANJOOR MANGALORE";"9535625870";"NO";"SRI KATEELESHWARI ENTERPRISES";"29CDQPS3645Q1ZB";"0"
