stock_id,supplier_id,qty,sprice,pprice,mrp,tax,decision
43700,51,2,149.6,248.02,170,12,1
43701,51,2,83.6,138.6,95,12,1
43702,51,2,233.2,386.62,265,12,1
43703,51,2,118.8,196.96,135,12,1
43704,51,2,167.2,277.2,190,12,1
43705,51,3,68.64,218.85,78,12,1
43706,51,3,162.8,459.57,185,12,1
43707,51,3,242,656.52,275,12,1
43708,51,3,110,273.54,125,12,1
43709,51,3,118.8,295.44,135,12,1
43710,51,3,132,328.26,150,12,1
43711,226,10,61.5,508.5,75,18,1
43712,226,10,61.5,508.5,75,18,1
43713,226,2,61.5,101.7,75,18,1
43714,226,5,36.9,152.5,45,18,1
43715,226,5,36.9,152.5,45,18,1
43716,226,18,16.4,216,20,18,1
43717,226,18,16.4,216,20,18,1
43718,226,18,16.4,216,20,18,1
43719,226,18,16.4,216,20,18,1
43720,226,100,4.1,339,5,18,1
43721,226,2,123,203.4,150,18,1
43722,226,2,123,203.4,150,18,1
43723,226,2,123,203.4,150,18,1
43724,226,24,8.2,168,10,18,1
43725,226,12,8.2,84,10,18,1
43726,226,6,16.4,84,20,18,1
43727,226,15,12.3,155.25,15,18,1
43728,226,12,4.1,40.8,5,18,1
43729,226,12,8.2,78.36,10,18,1
43730,226,12,8.2,84,10,18,1
43731,226,30,8.8,214.5,10,12,1
43732,252,6,25,120,25,0,1
43733,252,6,20,96,20,0,1
43734,63,16,24.6,325.44,30,18,1
43735,63,16,24.6,325.42,30,18,1
43736,63,20,20.5,325.42,25,18,1
43737,63,20,20.5,338.98,25,18,1
43738,63,15,20.5,254.24,25,18,1
43739,63,12,8.2,81.36,10,18,1
43740,63,12,8.2,81.36,10,18,1
43741,63,12,8.2,81.36,10,18,1
43742,63,6,20.5,122.03,25,18,1
43743,63,25,8.2,169.49,10,18,1
43744,63,25,4.1,84.75,5,18,1
43745,63,18,20.5,305.08,25,18,1
43746,63,1,98.4,162.71,120,18,1
43747,63,1,90.2,81.36,110,18,1
43748,63,1,79.2,81.36,110,28,1
43749,63,1,237.8,196.61,290,18,1
43750,63,1,237.8,196.61,290,18,1
43751,63,1,69.7,61.02,85,18,1
43752,63,1,57.4,50.85,70,18,1
43753,63,1,73.8,64.41,90,18,1
43754,111,6,49.4,280.5,52,5,1
43755,111,6,57,327.3,60,5,1
43756,111,3,90.2,258.93,110,18,1
43757,111,3,45.1,129.48,55,18,1
43758,111,3,45.1,129.48,55,18,1
43759,111,6,22,120.66,25,12,1
43760,111,3,52.8,144.78,60,12,1
43761,111,24,8.2,188.4,10,18,1
43762,111,3,29.52,84.74,36,18,1
43763,111,8,99.75,747.68,105,5,1
43764,111,6,28.5,155.82,30,5,1
43765,111,3,194.75,547.41,205,5,1
43766,111,24,4.1,94.08,5,18,1
43767,111,3,22.14,58.86,27,18,1
43768,111,3,47.56,122.4,58,18,1
43769,111,10,47.5,432.9,50,5,1
43770,111,6,114,667.56,120,5,1
43771,111,24,8.2,188.4,10,18,1
43772,111,8,12.3,94.16,15,18,1
43773,111,3,128.25,373.83,135,5,1
43774,111,3,94.3,247.17,115,18,1
43775,111,6,16.4,94.14,20,18,1
43776,71,5,66.5,276.2,70,5,1
43777,71,5,61.75,266.65,65,5,1
43778,144,2,30,50,30,0,1
43779,144,1,30,25,30,0,1
43780,144,2,18,30,18,0,1
43781,144,4,33,112,33,0,1
43782,144,1,25,21,25,0,1
43783,144,2,40,70,40,0,1
43784,132,5,38,170,40,5,1
43785,132,5,33.25,140,35,5,1
43786,132,4,30,100,30,0,1
43787,132,2,18,30,18,0,1
43788,183,10,15.84,90,18,12,1
43789,183,10,23.76,135,27,12,1
43790,135,1,172.2,163.27,210,18,1
43791,135,1,163.18,154.72,199,18,1
43792,135,1,205,194.37,250,18,1
43793,135,1,205,194.37,250,18,1
43794,183,100,1.76,100,2,12,1
43795,183,100,1.76,100,2,12,1
43796,135,1,163.18,154.72,199,18,1
43797,135,1,163.18,154.72,199,18,1
43798,135,1,205,194.37,250,18,1
43799,135,1,163.18,154.72,199,18,1
43800,135,1,163.18,154.71,199,18,1
43801,135,1,205,194.37,250,18,1
43802,135,1,205,194.37,250,18,1
43803,183,100,2.2,125,2.5,12,1
43804,135,1,163.18,154.72,199,18,1
43805,135,1,172.2,163.27,210,18,1
43806,183,1,206.8,135,235,12,1
43807,135,1,163.18,154.72,199,18,1
43808,135,1,205,194.37,250,18,1
43809,183,1,264,180,300,12,1
43810,135,1,163.18,162.5,199,18,1
43811,135,1,163.18,154.72,199,18,1
43812,183,1,154,95,175,12,1
43813,135,1,171.38,162.5,209,18,1
43814,183,1,184.8,125,210,12,1
43815,135,6,24.6,134.04,30,18,1
43816,135,10,27.88,210,34,18,1
43817,135,1,205,194.37,250,18,1
43818,135,10,22,161.6,25,12,1
43819,135,10,22,161.6,25,12,1
43820,135,10,20.5,161.6,25,18,1
43821,135,10,22,161.6,25,12,1
43822,135,1,163.18,154.72,199,18,1
43823,135,1,172.2,163.27,210,18,1
43824,135,1,172.2,163.27,210,18,1
43825,237,12,8.8,95.64,10,12,1
43826,237,12,8.8,95.64,10,12,1
43827,237,12,8.8,95.64,10,12,1
43828,237,12,8.8,95.64,10,12,1
43829,237,3,35.2,95.64,40,12,1
43830,237,3,35.2,95.64,40,12,1
43831,237,3,35.2,95.64,40,12,1
43832,104,6,205,1020,250,18,1
43833,237,3,35.2,95.64,40,12,1
43834,237,12,17.6,191.4,20,12,1
43835,237,12,17.6,191.4,20,12,1
43836,237,12,17.6,191.4,20,12,1
43837,144,6,30,150,30,0,1
43838,144,6,30,150,30,0,1
43839,144,6,18,90,18,0,1
43840,144,2,25,42,25,0,1
43841,144,2,40,70,40,0,1
43842,144,6,33,168,33,0,1
43843,144,3,33.25,85.71,35,5,1
43844,144,3,33.25,85.71,35,5,1
43845,132,4,30,100,30,0,1
43846,132,2,18,30,18,0,1
43847,71,5,66.5,276.2,70,5,1
43848,71,3,61.75,159.99,65,5,1
43849,71,5,57,238.1,60,5,1
43850,21,10,28.5,200,30,5,1
43851,21,10,33.25,233.3,35,5,1
43852,21,10,64.6,453.3,68,5,1
43853,21,10,28.5,233.3,30,5,1
43854,280,10,16.4,135.5,20,18,1
43855,280,1,98.4,54.24,120,18,1
43856,21,10,9.5,200,10,5,1
43857,21,10,38,266.7,40,5,1
43858,21,10,38,266.7,40,5,1
43859,280,1,90.2,54.24,110,18,1
43860,21,5,38,133.35,40,5,1
43861,21,12,9.5,80.04,10,5,1
43862,21,12,9.5,80.04,10,5,1
43863,280,1,82,54.24,100,18,1
43864,280,1,106.6,61.02,130,18,1
43865,280,1,106.6,61.02,130,18,1
43866,280,1,106.6,74.58,130,18,1
43867,280,1,123,74.58,150,18,1
43868,280,1,155.8,101.69,190,18,1
43869,280,1,229.6,189.83,280,18,1
43870,280,1,229.6,149.15,280,18,1
43871,280,1,180.4,149.15,220,18,1
43872,280,1,139.4,115.25,170,18,1
43873,280,1,188.6,115.25,230,18,1
43874,280,1,196.8,115.25,240,18,1
43875,280,1,246,155.93,300,18,1
43876,280,1,229.6,155.93,280,18,1
43877,280,24,12.3,243.84,15,18,1
43878,280,24,12.3,243.84,15,18,1
43879,280,12,8.2,81.36,10,18,1
43880,280,12,16.4,162.6,20,18,1
43881,280,8,24.6,162.64,30,18,1
43882,280,8,24.6,162.64,30,18,1
43883,280,8,24.6,135.52,30,18,1
43884,280,8,24.6,135.52,30,18,1
43885,280,12,41,284.64,50,18,1
43886,280,12,24.6,203.28,30,18,1
43887,280,25,4.1,84.75,5,18,1
43888,280,25,4.1,84.75,5,18,1
43889,280,25,4.1,85.75,5,18,1
43890,280,25,4.1,85.75,5,18,1
43891,245,36,13.2,324,15,12,1
43892,245,12,35.2,336,40,12,1
43893,245,24,19.36,312,22,12,1
43894,280,25,4.1,85.75,5,18,1
43895,280,25,4.1,85.75,5,18,1
43896,280,20,8.2,138.8,10,18,1
43897,280,12,12.3,121.92,15,18,1
43898,280,10,16.4,135.5,20,18,1
43899,280,12,24.6,203.28,30,18,1
43900,280,18,8.2,123.48,10,18,1
43901,280,24,4.92,82.32,6,18,1
43902,280,10,32.8,203.3,40,18,1
43903,93,16,158.4,2296,180,12,1
43904,93,3,51.92,141.09,59,12,1
43905,93,6,39.6,167.4,45,12,1
43906,93,3,48.4,131.55,55,12,1
43907,74,12,40.48,451.44,46,12,1
43908,93,3,66,179.37,75,12,1
43909,74,20,20.9,373,22,5,1
43910,74,3,82,184.17,100,18,1
43911,74,3,82,183.06,100,18,1
43912,74,2,98.4,181.62,120,18,1
43913,74,12,9.5,105.72,10,5,1
43914,74,10,19,169.5,20,5,1
43915,74,10,19,169.5,20,5,1
43916,74,10,19,169.5,20,5,1
43917,74,10,19,169.5,20,5,1
43918,93,2,113.52,205.68,129,12,1
43919,74,3,103.84,290.16,118,12,1
43920,74,10,45.76,423.3,52,12,1
43921,93,6,31.98,177.06,39,18,1
43922,74,3,102.5,233.91,125,18,1
43923,74,3,95.04,264.69,108,12,1
43924,74,2,82.72,153.76,94,12,1
43925,74,10,28.5,254.3,30,5,1
43926,74,3,123,318.96,150,18,1
43927,74,12,57,636.12,57,0,1
43928,74,10,28.5,254.3,30,5,1
43929,74,3,102.5,233.91,125,18,1
43930,74,3,102.5,285.87,125,18,1
43931,74,3,94.3,233.91,115,18,1
43932,74,10,28.5,254.3,30,5,1
43933,229,10,38,305,40,5,1
43934,229,10,38,305,40,5,1
43935,229,10,38,305,40,5,1
43936,229,10,38,305,40,5,1
43937,229,10,33.25,266.8,35,5,1
43938,229,10,33.25,266.8,35,5,1
43939,229,10,33.25,266.8,35,5,1
43940,229,10,33.25,266.8,35,5,1
43941,229,10,33.25,266.8,35,5,1
43942,229,10,33.25,266.8,35,5,1
43943,72,50,35,1290,35,0,1
43944,229,10,28.5,228.6,30,5,1
43945,229,10,28.5,228.6,30,5,1
43946,229,10,28.5,228.6,30,5,1
43947,229,10,28.5,228.6,30,5,1
43948,229,10,19,152.4,20,5,1
43949,229,10,19,152.4,20,5,1
43950,229,10,19,152.4,20,5,1
43951,229,10,19,152.4,20,5,1
43952,229,20,4.75,66.8,5,5,1
43953,263,4,44,132.12,50,12,1
43954,263,3,79.2,187.5,90,12,1
43955,263,2,66,98.2,75,12,1
43956,263,10,8.8,75.8,10,12,1
43957,263,10,8.8,75.8,10,12,1
43958,263,10,8.8,75.8,10,12,1
43959,263,10,8.8,75.8,10,12,1
43960,263,10,8.8,75.8,10,12,1
43961,263,10,8.8,75.8,10,12,1
43962,263,3,23.75,45.69,25,5,1
43963,263,3,28.5,65.7,30,5,1
43964,263,6,11.4,41.88,12,5,1
43965,263,12,11.4,83.76,12,5,1
43966,263,10,24.6,211.8,30,18,1
43967,263,5,32.8,139.8,40,18,1
43968,263,3,36.9,72.45,45,18,1
43969,113,40,20,790,20,0,1
43970,113,4,21,83,21,0,1
43971,113,30,20,585,20,0,1
43972,113,10,11,105,11,0,1
43973,58,20,61.75,1031.8,65,5,1
43974,58,5,79.2,340.85,90,12,1
43975,58,2,193.6,350.76,220,12,1
43976,58,100,21.85,2019,23,5,1
43977,58,90,9.5,789.3,10,5,1
43978,58,24,45.6,997.68,48,5,1
43979,58,24,23.75,519.36,25,5,1
43980,58,48,23.75,1033.92,25,5,1
43981,58,6,49.2,272.4,60,18,1
43982,58,3,32.8,183.12,40,18,1
43983,58,3,40,0,40,0,1
43984,58,2,99.75,178.56,105,5,1
43985,58,12,19,194.4,20,5,1
43986,58,3,396,1068.51,450,12,1
43987,58,8,198,1424.64,225,12,1
43988,58,6,84.48,456.6,96,12,1
43989,58,3,206.8,558.6,235,12,1
43990,58,6,86.24,466.32,98,12,1
43991,88,12,46,420,46,0,1
43992,124,5,22,98.2,25,12,1
43993,124,5,22,89.3,25,12,1
43994,124,5,13.2,53.6,15,12,1
43995,124,5,10.56,53.6,12,12,1
43996,124,2,30,50,30,0,1
43997,124,2,33,56,33,0,1
43998,124,2,35,60,35,0,1
43999,113,40,18,710,18,0,1
44000,113,40,20,790,20,0,1
44001,113,4,22,86,22,0,1
44002,113,4,21,83,21,0,1
44003,113,20,20,390,20,0,1
44004,113,10,11,105,11,0,1
44005,113,6,12,69,12,0,1
44006,113,6,12,69,12,0,1
44007,113,6,6,33,6,0,1
44008,73,3,38,91.44,40,5,1
44009,73,1,47.5,38.1,50,5,1
44010,73,2,47.5,76.2,50,5,1
44011,73,3,61.75,151.44,65,5,1
44012,73,3,42.75,105.72,45,5,1
44013,73,3,42.75,102.87,45,5,1
44014,73,3,42.75,105.72,45,5,1
44015,73,3,42.75,102.87,45,5,1
44016,73,3,33.25,82.86,35,5,1
44017,73,3,42.75,105.72,45,5,1
44018,73,3,23.75,57.15,25,5,1
44019,73,3,38,94.29,40,5,1
44020,73,4,47.5,156.2,50,5,1
44021,73,3,44.65,108.57,47,5,1
44022,73,3,42.75,102.87,45,5,1
44023,73,3,42.75,105.72,45,5,1
44024,73,3,38,91.44,40,5,1
44025,73,5,42.75,171.45,45,5,1
44026,73,3,66.5,168.57,70,5,1
44027,73,3,42.75,102.87,45,5,1
44028,73,5,33.25,133.35,35,5,1
44029,73,3,33.25,80.01,35,5,1
44030,73,5,19,76.2,20,5,1
44031,73,3,28.5,68.58,30,5,1
44032,73,3,21.85,68.58,23,5,1
44033,73,3,47.5,117.15,50,5,1
44034,180,5,52.25,214.3,55,5,1
44035,180,3,57,137.16,60,5,1
44036,172,8,50,320,50,0,1
44037,267,12,19,182.856,20,5,1
44038,267,12,19,182.856,20,5,1
44039,267,12,19,182.856,20,5,1
44040,267,12,28.5,274.284,30,5,1
44041,267,12,28.5,274.284,30,5,1
44042,63,30,25,570,25,0,1
44043,63,30,20,390,20,0,1
44044,63,20,35,600,35,0,1
44045,63,20,28,440,28,0,1
44046,63,30,24,510,24,0,1
44047,63,20,28,440,28,0,1
44048,240,10,47.5,380.9,50,5,1
44049,144,4,30,100,30,0,1
44050,144,1,33,28,33,0,1
44051,144,2,25,42,25,0,1
44052,144,2,25,42,25,0,1
44053,268,3,60,150,60,0,1
44054,268,6,30,150,30,0,1
44055,268,3,30,75,30,0,1
44056,268,3,30,60,30,0,1
44057,268,6,40,204,40,0,1
44058,268,12,30,300,30,0,1
44059,268,18,35,522,35,0,1
44060,281,10,69.7,344,85,18,1
44061,281,20,36.9,363,45,18,1
44062,281,25,20.5,235,25,18,1
44063,281,10,28.7,180,35,18,1
44064,281,10,49.2,340,60,18,1
44065,281,10,24.6,115,30,18,1
44066,281,25,24.6,287.5,30,18,1
44067,281,100,8.2,650,10,18,1
44068,67,26,30,499.98,30,0,1
44069,67,25,60,1100,60,0,1
44070,59,6,18,93.18,25,28,1
44071,59,6,18,93.18,25,28,1
44072,59,6,14.4,93.18,20,28,1
44073,59,6,18,93.18,25,28,1
44074,59,6,18,93.18,25,28,1
44075,59,6,20.5,110.58,25,18,1
44076,59,12,20.5,230.88,25,18,1
44077,59,15,16.4,220.95,20,18,1
44078,59,14,10.8,173.88,15,28,1
44079,59,14,12.96,173.88,18,28,1
44080,59,14,12.96,173.88,18,28,1
44081,59,14,12.96,173.88,18,28,1
44082,59,12,22,209.76,25,12,1
44083,59,30,13.2,349.2,15,12,1
44084,59,30,17.6,465.6,20,12,1
44085,59,12,17.6,204.96,20,12,1
44086,59,2,19,0,19,0,1
44087,59,3,10,0,10,0,1
44088,59,15,10.8,133.8,15,28,1
44089,59,28,9.84,218.96,12,18,1
44090,59,24,14.76,288,18,18,1
44091,59,12,26.4,292.2,30,12,1
44092,59,3,43.2,116.97,60,28,1
44093,59,12,32.56,360.24,37,12,1
44094,59,12,22,243.48,25,12,1
44095,59,3,64.8,175.23,90,28,1
44096,59,3,64.8,175.23,90,28,1
44097,59,6,64.8,350.46,90,28,1
44098,59,3,64.8,175.23,90,28,1
44099,237,12,23.76,225.36,27,12,1
44100,237,12,19.36,171.6,22,12,1
44101,59,3,43.2,116.97,60,28,1
44102,59,8,28.8,204.24,40,28,1
44103,59,12,28.8,306.36,40,28,1
44104,59,12,28.8,306.36,40,28,1
44105,237,12,19.36,171.6,22,12,1
44106,59,24,28.8,612.72,40,28,1
44107,237,24,23.76,480,27,12,1
44108,59,12,28.8,306.36,40,28,1
44109,237,6,51.92,264.06,59,12,1
44110,237,10,8.8,71.6,10,12,1
44111,59,12,17.6,186.24,20,12,1
44112,237,10,8.8,71.6,10,12,1
44113,59,12,17.6,186.24,20,12,1
44114,59,12,26.4,292.2,30,12,1
44115,59,40,8.8,310.4,10,12,1
44116,59,40,8.8,310.4,10,12,1
44117,239,30,20.9,485.7,22,5,1
44118,239,2,209,323.8,220,5,1
44119,239,5,83.6,323.8,88,5,1
44120,239,15,41.8,485.7,44,5,1
44121,269,10,10,45,10,0,1
44122,269,12,15,120,15,0,1
44123,31,10,28.5,120,30,5,1
44124,31,10,19,120,20,5,1
44125,269,8,20,120,20,0,1
44126,269,10,25,160,25,0,1
44127,269,10,30,140,30,0,1
44128,269,10,30,200,30,0,1
44129,269,8,60,420,60,0,1
44130,269,8,40,250,40,0,1
44131,236,27,35,540,35,0,1
44132,276,32,25,608,25,0,1
44133,276,6,50,228,50,0,1
44134,124,5,13.2,53.6,15,12,1
44135,124,5,10.56,53.6,12,12,1
44136,124,5,10.56,53.6,12,12,1
44137,71,10,66.5,552.4,70,5,1
44138,124,5,17.6,71.45,20,12,1
44139,124,2,30,50,30,0,1
44140,124,2,33,56,33,0,1
44141,124,1,35,30,35,0,1
44142,71,3,123.5,314.28,130,5,1
44143,71,5,61.75,266.65,65,5,1
44144,113,50,18,887.5,18,0,1
44145,113,20,20,395,20,0,1
44146,113,4,22,88,22,0,1
44147,113,4,21,83,21,0,1
44148,113,6,12,69,12,0,1
44149,113,6,6,33,6,0,1
44152,15,2,176.3,308.86,215,18,1
44153,15,12,8.2,90.39,10,18,1
44154,15,6,43.46,239.53,53,18,1
44155,15,6,41.82,212.44,51,18,1
44156,15,6,41.82,212.44,51,18,1
44157,15,6,81.18,424.88,99,18,1
44158,15,6,41.82,212.44,51,18,1
44159,15,6,78.72,424.88,96,18,1
44160,15,6,28.7,158.21,35,18,1
44161,15,3,81.18,212.43,99,18,1
44162,15,3,176.3,485.85,215,18,1
44163,15,6,31.98,176.22,39,18,1
44164,15,12,8.2,90.39,10,18,1
44165,15,12,8.2,90.39,10,18,1
44166,15,3,86.1,237.27,105,18,1
44167,15,2,204.18,375.15,249,18,1
44168,15,1,290.4,221.37,330,12,1
44169,15,6,145.2,757.64,165,12,1
44170,15,2,272.8,415.91,310,12,1
44171,15,2,237.6,362.23,270,12,1
44172,15,6,56.32,293.87,64,12,1
44173,15,6,74.8,380.1,85,12,1
44174,15,3,74.8,195.15,85,12,1
44175,15,4,68.64,232.56,78,12,1
44176,15,12,26.4,275.56,30,12,1
44177,15,4,213.2,729.99,260,18,1
44178,15,2,295.2,527.7,360,18,1
44179,15,12,35.2,367.309,40,12,1
44180,15,6,70.4,367.35,80,12,1
44181,15,2,46.74,84.32,57,18,1
44182,15,1,123,107.24,150,18,1
44183,15,1,123,107.24,150,18,1
44184,15,1,110.7,107.24,135,18,1
44185,15,1,123,107.24,150,18,1
44186,15,1,110.7,96.14,135,18,1
44187,15,1,123,107.24,150,18,1
44188,15,2,55.76,100.58,68,18,1
44189,15,2,55.76,100.58,68,18,1
44190,15,2,55.76,100.58,68,18,1
44191,15,2,55.76,100.58,68,18,1
44192,15,2,55.76,100.58,68,18,1
44193,231,3,89.76,233.04,102,12,1
44194,231,3,89.76,233.04,102,12,1
44195,231,10,8.8,75.89,10,12,1
44196,231,6,104.72,508.92,119,12,1
44197,231,20,4.4,62.5,5,12,1
44198,48,24,68.64,1461.12,78,12,1
44199,231,20,8.8,151.79,10,12,1
44200,48,24,52.8,1081.2,60,12,1
44201,231,6,36.1,148.57,38,5,1
44202,48,24,22,471.84,25,12,1
44203,231,10,9.5,71.43,10,5,1
44204,231,12,14.25,137.14,15,5,1
44205,48,96,13.2,1101.12,15,12,1
44206,48,12,78.32,845.4,89,12,1
44207,48,10,118.8,1048.5,135,12,1
44208,48,16,58.96,851.84,67,12,1
44209,48,192,10.56,1729.92,12,12,1
44210,48,48,21.12,864.96,24,12,1
44211,48,24,39.6,864.96,45,12,1
44212,144,2,30,50,30,0,1
44213,144,3,30,75,30,0,1
44214,144,3,18,45,18,0,1
44215,144,4,33,112,33,0,1
44216,144,4,25,84,25,0,1
44217,144,2,40,70,40,0,1
44218,144,1,25,21,25,0,1
44219,144,2,33.25,57.1428,35,5,1
44220,144,5,38,161.905,40,5,1
44221,144,2,57,95.238,60,5,1
44222,48,32,16.4,486.4,20,18,1
44223,48,18,20.5,346.68,25,18,1
44224,48,30,16.4,456,20,18,1
44225,48,12,61.5,665.28,75,18,1
44226,48,12,127.1,1330.56,155,18,1
44227,48,12,73.8,760.32,90,18,1
44228,48,120,4.1,456,5,18,1
44229,122,5,38.95,155,41,5,1
44230,122,5,39.9,160,42,5,1
44231,122,3,23.75,51,25,5,1
44232,48,24,16.4,364.8,20,18,1
44233,122,5,45.6,170,48,5,1
44234,48,24,8.2,182.4,10,18,1
44235,48,18,16.4,273.6,20,18,1
44236,122,12,30,204,30,0,1
44237,122,20,52.25,900,55,5,1
44238,48,17,8.2,125.29,10,18,1
44239,122,10,95,900,100,5,1
44240,48,24,16.4,369.84,20,18,1
44241,48,240,1.64,369.6,2,18,1
44242,48,24,8.2,182.4,10,18,1
44243,48,50,8.2,385,10,18,1
44244,122,5,45,175,45,0,1
44245,48,24,41,912,50,18,1
44246,122,10,28.5,220,30,5,1
44247,122,1,30,0,30,0,1
44248,122,10,57,450,60,5,1
44249,122,1,60,0,60,0,1
44250,48,30,4.1,114,5,18,1
44251,146,24,8.2,177.84,10,18,1
44252,146,24,4.1,88.8,5,18,1
44253,146,10,57.4,494.3,70,18,1
44254,146,24,8.2,177.84,10,18,1
44255,146,24,4.1,88.8,5,18,1
44256,146,6,8.2,39.84,10,18,1
44257,146,10,57.4,494.3,70,18,1
44258,146,24,4.1,88.8,5,18,1
44259,146,24,8.2,177.84,10,18,1
44260,119,1,205,169.28,250,18,1
44262,119,1,53.3,54.05,65,18,1
44264,119,6,53.3,324.3,65,18,1
44265,119,1,65,0,65,0,1
44266,119,6,53.3,281.1,65,18,1
44267,119,1,65,0,65,0,1
44268,119,6,69.7,410.7,85,18,1
44269,119,1,85,0,85,0,1
44270,119,6,61.5,324.3,75,18,1
44271,119,1,75,0,75,0,1
44272,119,6,32.8,216.12,40,18,1
44273,119,3,32.8,324.15,40,18,1
44274,119,3,45.1,118.86,55,18,1
44275,72,50,35,1260,35,0,1
44276,119,3,36.9,97.26,45,18,1
44277,119,3,57.4,151.29,70,18,1
44280,265,150,45,4800,45,0,1
44281,113,20,18,355,18,0,1
44282,113,20,20,395,20,0,1
44283,113,20,20,390,20,0,1
44284,113,10,11,105,11,0,1
44285,142,7,57.4,266.98,70,18,1
44286,113,50,18,887.5,18,0,1
44287,113,40,20,790,20,0,1
44288,113,6,23,132,23,0,1
44289,113,6,21,124.5,21,0,1
44290,113,20,20,390,20,0,1
44291,113,10,11,105,11,0,1
44292,113,20,18,355,18,0,1
44293,113,20,20,395,20,0,1
44294,113,10,20,195,20,0,1
44295,113,6,11,63,11,0,1
44296,172,5,50,200,50,0,1
44297,120,2,210,310,210,0,1
44298,120,8,105,620,105,0,1
44299,88,10,46,350,46,0,1
44300,15,12,28.16,271.77,32,12,1
44301,15,12,15.84,152.88,18,12,1
44302,15,3,17.6,42.45,20,12,1
44303,15,36,49.2,1448.95,60,18,1
44304,15,6,89.38,457.83,109,18,1
44305,15,3,221.4,396.92,270,18,1
44306,15,2,266.5,459.04,325,18,1
44307,15,2,245.18,351.69,299,18,1
44308,15,1,180.4,155.36,220,18,1
44309,15,1,409.18,317.09,499,18,1
44310,15,2,53.3,93.45,65,18,1
44311,15,2,53.3,93.45,65,18,1
44312,15,3,72.98,152.27,89,18,1
44313,15,3,123,256.62,150,18,1
44314,15,3,106.6,222.34,130,18,1
44315,15,12,41,342.19,50,18,1
44316,144,4,30,100,30,0,1
44317,144,4,30,100,30,0,1
44318,144,5,18,75,18,0,1
44319,144,4,33,112,33,0,1
44320,144,3,25,63,25,0,1
44321,144,3,40,105,40,0,1
44322,144,1,25,21,25,0,1
44323,71,3,123.5,314.28,130,5,1
44324,71,1,61.75,51.43,65,5,1
44325,71,5,61.75,266.65,65,5,1
44326,54,3,33.44,86.25,38,12,1
44327,54,3,35.2,90.81,40,12,1
44328,54,3,42.24,108.96,48,12,1
44329,54,6,8.2,45.42,10,18,1
44330,54,3,20.5,56.76,25,18,1
44331,54,3,20.5,56.76,25,18,1
44332,54,3,20.5,56.76,25,18,1
44333,54,24,4.1,90.72,5,18,1
44334,54,3,24.6,68.1,30,18,1
44335,54,6,8.2,45.42,10,18,1
44336,54,3,24.6,68.1,30,18,1
44337,54,6,20.5,113.52,25,18,1
44338,54,3,33.44,86.25,38,12,1
44339,54,6,28.5,153.06,30,5,1
44340,54,3,41,110.55,50,18,1
44341,54,3,41,110.55,50,18,1
44342,54,12,4.1,46.2,5,18,1
44343,54,12,4.1,45.36,5,18,1
44344,54,3,24.6,68.1,30,18,1
44345,54,3,82,221.07,100,18,1
44346,54,12,4.1,45.36,5,18,1
44347,54,12,4.1,46.2,5,18,1
44348,54,24,8.2,181.68,10,18,1
44349,54,3,41,110.55,50,18,1
44350,54,6,28.5,153.06,30,5,1
44351,54,6,28.7,158.88,35,18,1
44352,54,3,41,110.55,50,18,1
44353,54,24,4.1,92.4,5,18,1
44354,54,10,8.2,75.7,10,18,1
44355,54,12,8.2,90.84,10,18,1
44356,54,12,8.2,90.84,10,18,1
44357,54,3,20.5,56.76,25,18,1
44358,54,12,4.1,46.2,5,18,1
44359,54,10,8.2,75.7,10,18,1
44360,54,6,20.5,113.52,25,18,1
44361,54,6,12.3,68.1,15,18,1
44362,152,1,186.2,171.43,196,5,1
44363,152,10,71.25,633.33,75,5,1
44364,152,10,85.5,742.86,90,5,1
44365,152,10,80.75,742.86,85,5,1
44366,152,20,42.75,761.9,45,5,1
44367,152,10,188.1,1904.76,198,5,1
44368,152,20,94.05,1923.8,99,5,1
44369,132,5,38,170,40,5,1
44370,132,4,30,100,30,0,1
44371,132,2,18,30,18,0,1
44372,26,10,57.4,508.4,70,18,1
44373,264,3,57,138.6,60,5,1
44374,264,3,57,138.6,60,5,1
44375,264,3,57,138.6,60,5,1
44376,106,6,8.2,46.2,10,18,1
44377,106,6,24.6,136.8,30,18,1
44378,106,6,12.3,69.36,15,18,1
44379,106,6,12.3,69.36,15,18,1
44380,106,10,4.1,38.5,5,18,1
44381,106,6,12.3,69.36,15,18,1
44382,106,12,8.2,92.4,10,18,1
44383,106,12,8.2,92.4,10,18,1
44384,106,6,20.5,113.52,25,18,1
44385,106,12,8.2,92.4,10,18,1
44386,106,12,8.2,92.4,10,18,1
44387,106,6,12.3,69.36,15,18,1
44388,106,12,8.2,92.4,10,18,1
44389,106,6,16.4,90.78,20,18,1
44390,106,6,16.4,90.78,20,18,1
44391,106,12,8.2,92.4,10,18,1
44392,106,6,12.3,69.36,15,18,1
44393,106,6,20.5,113.52,25,18,1
44394,106,6,16.4,92.46,20,18,1
44395,106,12,8.2,92.4,10,18,1
44396,106,6,8.2,45.42,10,18,1
44397,106,12,8.2,90.84,10,18,1
44398,106,6,32.8,184.92,40,18,1
44399,106,6,16.4,90.78,20,18,1
44400,106,6,16.4,92.46,20,18,1
44401,106,6,24.6,138.66,30,18,1
44402,106,20,8.2,154,10,18,1
44403,106,12,9.5,102,10,5,1
44404,106,6,18.04,101.7,22,18,1
44405,106,3,41,113.49,50,18,1
44406,106,6,16.4,90.78,20,18,1
